category,scientific_name,common_names,conservation_status,lifespan_years,mass_kg
Vascular Plant,Astragalus congdonii,Congdon's Milkvetch,,4.6,0.242
Vascular Plant,Astragalus kentrophyta var. danaus,Spiny Milkvetch,Species of Concern,5.9,1.054
Vascular Plant,Astragalus lentiginosus var. ineptus,"Freckled Milkvetch, Homely Milkvetch",,2.0,0.111
Vascular Plant,Astragalus purshii var. lectulus,"Sierran Milkvetch, Woollypod Milkvetch",In Recovery,11.6,0.221
Vascular Plant,Astragalus whitneyi var. whitneyi,"Balloonpod Milkvetch, Whitney's Milkvetch",,2.8,0.257
Vascular Plant,Cercis occidentalis,California Redbud,,4.0,1.438
Vascular Plant,Hoita macrostachya,Large Leather-Root,Species of Concern,15.0,5.71
Vascular Plant,Lathyrus jepsonii var. californicus,California Pea,,4.2,0.157
Vascular Plant,Lathyrus lanszwertii var. aridus,Nevada Pea,In Recovery,13.6,4.484
Vascular Plant,Lathyrus lanszwertii var. lanszwertii,"Lanszwert's Pea, Lanszwert's Peavine",Species of Concern,34.8,1.007
Vascular Plant,Lathyrus latifolius,"Everlasting Peavine, Everlasting-Pea, Perennial Pea, Perennial Peavine, Perennial Sweetpea",Endangered,12.4,0.608
Vascular Plant,Lathyrus sulphureus,"Snub Pea, Sulfur Pea",Species of Concern,5.3,0.372
Vascular Plant,Lotus argophyllus var. fremontii,Fremont's Birdsfoot Trefoil,Threatened,2.6,6.975
Vascular Plant,Lotus crassifolius var. crassifolius,Big Deervetch,In Recovery,4.6,1.465
Vascular Plant,Lotus humistratus,"Foothill Deervetch, Maresfat",,46.7,20.399
Vascular Plant,Lotus micranthus,Desert Deervetch,Threatened,1.2,0.152
Vascular Plant,Lotus nevadensis var. nevadensis,"Nevada Bird's-Foot Trefoil, Nevada Trefoil",In Recovery,50.0,2.421
Vascular Plant,Lotus oblongifolius var. oblongifolius,"Streambank Bird's-Foot Trefoil, Streambank Trefoil",,4.3,0.164
Vascular Plant,Lotus scoparius var. scoparius,Common Deerweed,Species of Concern,3.6,0.244
Vascular Plant,Lotus strigosus,"Bishop's Lotus, Strigose Bird's-Foot Trefoil, Strigose Bird's-Foot-Trefoil",In Recovery,3.2,0.748
Vascular Plant,Lotus wrangelianus,Chilean Bird's-Foot Trefoil,Endangered,10.0,0.19
Vascular Plant,Lupinus adsurgens,Drew's Silky Lupine,In Recovery,13.0,40.0
Vascular Plant,Lupinus albicaulis,Sicklekeel Lupine,Species of Concern,36.7,0.341
Vascular Plant,Lupinus albifrons var. albifrons,Silver Lupine,,9.4,0.109
Vascular Plant,Lupinus andersonii,Anderson's Lupine,,16.9,1.747
Vascular Plant,Lupinus arbustus,"Longspur Lupine, Spurred Lupine",Species of Concern,0.5,0.016
Vascular Plant,Lupinus argenteus var. meionanthus,Lake Tahoe Lupine,Endangered,6.7,1.396
Vascular Plant,Lupinus benthamii,Spider Lupine,Species of Concern,17.6,0.561
Vascular Plant,Lupinus bicolor,"Bicolor Lupine, Miniature Lupine",Threatened,16.5,3.688
Vascular Plant,Lupinus breweri var. breweri,Brewer's Lupine,,4.4,5.672
Vascular Plant,Lupinus breweri var. bryoides,Matted Lupine,,2.4,0.231
Vascular Plant,Lupinus breweri var. grandiflorus,Matted Lupine,Species of Concern,3.6,0.738
Vascular Plant,Lupinus covillei,Shaggy Lupine,Species of Concern,2.1,0.107
Vascular Plant,Lupinus formosus var. formosus,Summer Lupine,,11.4,0.062
Vascular Plant,Lupinus fulcratus,Greenstipule Lupine,,1.3,0.482
Vascular Plant,Lupinus gracilentus,Green Slender Lupine,,4.8,0.071
Vascular Plant,Lupinus grayi,"Gray's Lupine, Sierra Lupine",Endangered,1.4,0.35
Vascular Plant,Lupinus latifolius,"Broadleaf Lupine, Broad-Leaf Lupine",,1.3,0.205
Vascular Plant,Lupinus nanus,"Annual Lupine, Sky Lupine",,1.4,2.622
Vascular Plant,Lupinus pratensis var. pratensis,Inyo Meadow Lupine,Species of Concern,11.2,13.088
Vascular Plant,Lupinus rivularis,Riverbank Lupine,,10.1,0.029
Vascular Plant,Lupinus stiversii,Harlequin Annual Lupine,,2.3,0.028
Vascular Plant,Medicago polymorpha,"Bur Clover, Bur Medick, Burclover, California Burclover, Toothed Medick",,1.8,0.943
Vascular Plant,Melilotus alba,White Sweetclover,Species of Concern,14.8,0.982
Vascular Plant,Melilotus indica,Sourclover,,20.4,1.723
Vascular Plant,Trifolium bolanderi,Parasol Clover,Species of Concern,4.9,0.239
Vascular Plant,Trifolium breweri,Forest Clover,,32.3,0.319
Vascular Plant,Trifolium ciliolatum,Foothill Clover,Threatened,15.5,0.755
Vascular Plant,Trifolium cyathiferum,Cup Clover,,20.9,3.816
Vascular Plant,Trifolium gracilentum var. gracilentum,Pinpoint Clover,,0.8,0.017
Vascular Plant,Trifolium microcephalum,"Littlehead Clover, Smallhead Clover, Small-Head Clover",Threatened,8.2,0.353
Vascular Plant,Trifolium obtusiflorum,Clammy Clover,,8.2,0.825
Vascular Plant,Trifolium oliganthum,Fewflower Clover,,5.3,0.107
Vascular Plant,Trifolium variegatum,"Whitetip Clover, White-Tip Clover",,9.4,8.586
Vascular Plant,Trifolium willdenovii,Tomcat Clover,,4.4,0.34
Vascular Plant,Trifolium wormskioldii,"Cow Clover, Cows Clover, Sierra Clover",,2.7,0.59
Vascular Plant,Vicia benghalensis,"Purple Vetch, Reddish Tufted Vetch",Species of Concern,1.2,1.486
Vascular Plant,Alnus incana ssp. tenuifolia,"Mountain Alder, Speckled Alder, Thinleaf Alder",,9.9,0.134
Vascular Plant,Alnus rhombifolia,"Rhombie Leaf Alder, White Alder",In Recovery,0.5,0.01
Vascular Plant,Corylus cornuta var. californica,"California Hazel, California Hazelnut",,4.9,0.615
Vascular Plant,Chrysolepis sempervirens,"Bush Chinquapin, Sierra Chinkapin",,15.2,5.397
Vascular Plant,Lithocarpus densiflorus var. echinoides,Tanoak,Endangered,6.4,0.125
Vascular Plant,Quercus chrysolepis,Canyon Live Oak,Species of Concern,2.7,0.209
Vascular Plant,Quercus douglasii,Blue Oak,,13.4,5.583
Vascular Plant,Quercus garryana var. breweri,Oregon White Oak,Species of Concern,7.3,0.36
Vascular Plant,Quercus kelloggii,California Black Oak,Species of Concern,8.3,0.632
Vascular Plant,Quercus lobata,"California White Oak, Valley Oak",In Recovery,30.7,0.904
Vascular Plant,Quercus wislizeni var. wislizeni,Interior Live Oak,,11.8,1.038
Vascular Plant,Myrica hartwegii,"Sierra Bayberry, Sierra Sweet-Bay",,27.9,40.0
Vascular Plant,Garrya fremontii,Bearbrush,Species of Concern,4.4,3.114
Vascular Plant,Asclepias californica,"California Milkweed, Round-Hood Milkweed, Woolly Milkweed",,18.1,3.407
Vascular Plant,Asclepias cordifolia,"Heartleaf Milkweed, Purple Milkweed",Species of Concern,7.8,0.344
Vascular Plant,Asclepias fascicularis,"Mexican Whorled Milkweed, Narrowleaf Milkweed, Narrow-Leaved Milkweed",,2.6,0.035
Vascular Plant,Vinca major,"Bigleaf Periwinkle, Greater Periwinkle, Periwinkle",Threatened,10.0,1.229
Vascular Plant,Centaurium venustum,Charming Centaury,,4.8,0.434
Vascular Plant,Gentiana calycosa,"Mountain Bog Gentian, Rainier Pleated Gentian",Species of Concern,5.4,0.048
Vascular Plant,Gentiana newberryi var. tiogana,Tioga Gentian,Threatened,12.0,0.413
Vascular Plant,Gentianella amarella ssp. acuta,"Autumn Dwarf Gentian, Autumn Dwarfgentian, Autumn Dwarf-Gentian",,17.0,1.614
Vascular Plant,Gentianella tenella ssp. tenella,"Dane's Dwarf Gentian, Dane's Dwarfgentian",Species of Concern,8.2,1.28
Vascular Plant,Gentianopsis holopetala,"Sierra Fringed Gentian, Sierra Gentian",,3.2,0.963
Vascular Plant,Galium aparine,"Bedstraw, Catchweed Bedstraw, Cleavers, Cleaverwort, Goose Grass, Scarthgrass, Stickywilly, Sticky-Willy, White Hedge",,4.1,0.756
Vascular Plant,Galium bolanderi,Bolander's Bedstraw,Species of Concern,7.3,0.123
Vascular Plant,Galium hypotrichium ssp. hypotrichium,Alpine Bedstraw,Endangered,38.5,0.21
Vascular Plant,Galium multiflorum,"Manyflower Bedstraw, Shrubby Bedstraw",,2.0,0.134
Vascular Plant,Galium parisiense,Wall Bedstraw,Species of Concern,27.3,15.03
Vascular Plant,Galium porrigens var. tenue,Graceful Bedstraw,Species of Concern,3.6,1.041
Vascular Plant,Galium sparsiflorum,Sequoia Bedstraw,Threatened,2.1,0.969
Vascular Plant,Galium sparsiflorum ssp. sparsiflorum,Sequoia Bedstraw,,1.8,0.08
Vascular Plant,Erodium botrys,Longbeak Stork's Bill,,5.7,40.0
Vascular Plant,Erodium brachycarpum,Shortfruit Stork's Bill,Species of Concern,10.1,0.323
Vascular Plant,Geranium californicum,California Cranesbill,Endangered,0.6,0.667
Vascular Plant,Geranium carolinianum,"Carolina Crane's-Bill, Carolina Geranium",Endangered,6.0,0.47
Vascular Plant,Geranium dissectum,Cutleaf Geranium,Species of Concern,3.0,2.254
Vascular Plant,Geranium robertianum,Robert's Geranium,,4.8,3.403
Vascular Plant,Isoetes howellii,Howell's Quillwort,Species of Concern,50.0,25.779
Vascular Plant,Isoetes nuttallii,Nuttall's Quillwort,Endangered,9.7,0.965
Vascular Plant,Glechoma hederacea,"Creeping Charlie, Gill-Over-The-Ground, Ground Ivy, Groundivy, Haymaids",,1.3,0.055
Vascular Plant,Lepechinia calycina,Woodbalm,Species of Concern,2.9,0.255
Vascular Plant,Marrubium vulgare,"Horehound, White Horehound",Species of Concern,3.6,0.749
Vascular Plant,Mentha arvensis,"Field Mint, Wild Mint",Threatened,20.8,40.0
Vascular Plant,Monardella glauca,"Blue Monardella, Gray Monardella, Pale Monardella",Species of Concern,2.8,0.024
Vascular Plant,Monardella lanceolata,"Mustang Mint, Mustang Monardella, Mustang Mountainbalm",Species of Concern,50.0,3.637
Vascular Plant,Monardella odoratissima ssp. pallida,"Alpine Mountainbalm, Mountain Monardella",,1.2,0.287
Vascular Plant,Monardella sheltonii,Shelton's Monardella,Species of Concern,9.7,5.015
Vascular Plant,Pycnanthemum californicum,Sierra Mint,,4.1,1.082
Vascular Plant,Salvia columbariae,Chia,Endangered,8.1,0.109
Vascular Plant,Satureja douglasii,Yerba Buena,,13.0,1.96
Vascular Plant,Scutellaria bolanderi ssp. bolanderi,Sierra Skullcap,Endangered,15.1,2.585
Vascular Plant,Scutellaria siphocampyloides,Grayleaf Skullcap,Species of Concern,14.8,8.452
Vascular Plant,Scutellaria tuberosa,Danny's Skullcap,Species of Concern,2.5,0.757
Vascular Plant,Stachys albens,"White Hedgenettle, Whitestem Hedgenettle",,12.0,0.136
Vascular Plant,Trichostema lanceolatum,Vinegarweed,,4.5,0.014
Vascular Plant,Trichostema oblongum,Oblong Bluecurls,,22.4,1.358
Vascular Plant,Utricularia gibba,"Conespur Bladderpod, Humped Bladderwort",,23.9,1.359
Vascular Plant,Utricularia intermedia,"Flatleaf Bladderwort, Flat-Leaf Bladderwort, Mountain Bladderwort",Species of Concern,4.7,0.072
Vascular Plant,Lindernia dubia,"Moistbank Pimpernel, Shortstalk Lindernia, Yellowseed False Pimpernel, Yellow-Seed False Pimpernel",Species of Concern,15.9,0.259
Vascular Plant,Lindernia dubia var. anagallidea,"False Pimpernel, Yellowseed False Pimpernel, Yellow-Seed False Pimpernel",In Recovery,6.2,0.188
Vascular Plant,Fraxinus dipetala,"California Ash, Two-Petal Ash",Species of Concern,1.9,0.022
Vascular Plant,Fraxinus latifolia,Oregon Ash,Threatened,3.5,0.069
Vascular Plant,Castilleja applegatei,"Pine Indian Paintbrush, Wavyleaf Indian Paintbrush, Wavyleaf Paintbrush",,2.8,0.201
Vascular Plant,Castilleja applegatei ssp. disticha,Wavyleaf Indian Paintbrush,,2.8,0.492
Vascular Plant,Castilleja applegatei ssp. pallida,Wavyleaf Indian Paintbrush,Threatened,16.0,0.453
Vascular Plant,Castilleja applegatei ssp. pinetorum,Wavyleaf Indian Paintbrush,Threatened,2.8,0.045
Vascular Plant,Castilleja attenuata,"Attenuate Indian Paintbrush, Indian Paintbrush",,22.9,17.862
Vascular Plant,Castilleja densiflora ssp. densiflora,Denseflower Indian Paintbrush,Species of Concern,18.3,12.789
Vascular Plant,Castilleja exserta ssp. exserta,"Exserted Indian Paintbrush, Owl Clover",,50.0,0.146
Vascular Plant,Castilleja foliolosa,Texas Indian Paintbrush,Threatened,2.5,1.131
Vascular Plant,Castilleja lacera,Cutleaf Indian Paintbrush,Species of Concern,3.6,1.253
Vascular Plant,Castilleja lemmonii,"Lemmon's Indian Paintbrush, Lemmon's Paintbrush",Species of Concern,3.6,0.883
Vascular Plant,Castilleja miniata ssp. miniata,Giant Red Indian Paintbrush,,2.8,0.364
Vascular Plant,Castilleja minor ssp. spiralis,"Annual Indian Paintbrush, Lesser Indian Paintbrush",Endangered,14.6,5.815
Vascular Plant,Castilleja nana,"Dwarf Alpine Indian Paintbrush, Dwarf Alpine Paintbrush",In Recovery,2.7,0.276
Vascular Plant,Castilleja parviflora,Mountain Indian Paintbrush,,1.6,0.053
Vascular Plant,Castilleja pilosa,"Hairy Paintbrush, Parrothead Indian Paintbrush",,10.5,2.463
Vascular Plant,Castilleja tenuis,"Hairy Indian Paintbrush, Slender Paintbrush",Species of Concern,8.4,4.328
Vascular Plant,Cordylanthus rigidus ssp. brevibracteatus,Stiffbranch Bird's Beak,Species of Concern,39.7,40.0
Vascular Plant,Cordylanthus rigidus ssp. rigidus,Stiffbranch Bird's Beak,,7.5,0.032
Vascular Plant,Cordylanthus tenuis ssp. tenuis,"Slender Bird's Beak, Slender Bird'sbeak",Species of Concern,16.8,2.386
Vascular Plant,Orobanche californica ssp. grayana,Gray's Broomrape,,10.0,0.406
Vascular Plant,Orobanche uniflora,"Naked Broomrape, Naked Broom-Rape, Oneflowered Broomrape",Endangered,25.6,2.205
Vascular Plant,Orthocarpus cuspidatus ssp. cryptanthus,"Cryptantha Owlclover, Cryptantha Owl's-Clover",,3.0,0.054
Vascular Plant,Pedicularis attollens,Little Elephantshead,,2.3,0.034
Vascular Plant,Pedicularis semibarbata,"Bearded Lousewort, Pinewoods Lousewort",Species of Concern,1.8,0.084
Vascular Plant,Mimulus angustatus,Purplelip Pansy Monkeyflower,,4.3,0.806
Vascular Plant,Mimulus bicolor,Yellow And White Monkeyflower,,2.4,0.287
Vascular Plant,Mimulus bolanderi,Bolander's Monkeyflower,Species of Concern,17.2,0.645
Vascular Plant,Mimulus cardinalis,"Crimson Monkeyflower, Scarlet Monkeyflower, Scarlet Monkey-Flower",,15.3,5.268
Vascular Plant,Mimulus congdonii,Congdon's Monkeyflower,,16.1,1.288
Vascular Plant,Mimulus douglasii,Brownies,,5.7,9.956
Vascular Plant,Mimulus filicaulis,"Hetch Hetchy Monkey-Flower, Slenderstem Monkeyflower",Species of Concern,27.7,0.574
Vascular Plant,Mimulus inconspicuus,Smallflower Monkeyflower,,1.9,0.041
Vascular Plant,Mimulus kelloggii,Kellogg's Monkeyflower,Species of Concern,5.2,12.601
Vascular Plant,Mimulus laciniatus,Cutleaf Monkeyflower,,2.7,0.208
Vascular Plant,Mimulus layneae,Layne's Monkeyflower,,50.0,2.482
Vascular Plant,Mimulus leptaleus,"Least Monkeyflower, Slender Monkeyflower",Species of Concern,11.2,9.61
Vascular Plant,Mimulus mephiticus,"Foul Odor Monkeyflower, Foul-Odor Monkeyflower",,5.8,1.851
Vascular Plant,Mimulus montioides,"Mointain Monkeyflower, Mountain Monkeyflower",Species of Concern,1.9,0.053
Vascular Plant,Mimulus palmeri,Palmer's Monkeyflower,,2.9,0.111
Vascular Plant,Mimulus pilosus,False Monkeyflower,,6.7,12.638
Vascular Plant,Mimulus primuloides,"Primrose Monkeyflower, Yellow Creeping Monkey-Flower",,6.0,0.801
Vascular Plant,Mimulus pulchellus,Yellowlip Pansy Monkeyflower,Endangered,16.3,0.897
Vascular Plant,Mimulus pulsiferae,Candelabrum Monkeyflower,,12.6,2.456
Vascular Plant,Mimulus tilingii,"Subalpine Monkeyflower, Subalpine Monkey-Flower, Tiling's Monkeyflower",,3.4,3.151
Vascular Plant,Mimulus torreyi,Torrey's Monkeyflower,,5.1,1.21
Vascular Plant,Mimulus viscidus,Sticky Monkeyflower,Species of Concern,3.1,0.787
Vascular Plant,Callitriche heterophylla var. bolanderi,Bolander's Water-Starwort,Species of Concern,5.1,0.593
Vascular Plant,Callitriche marginata,Winged Water-Starwort,Species of Concern,33.4,1.542
Vascular Plant,Collinsia bartsiifolia var. davidsonii,Davidson's Blue Eyed Mary,,7.3,0.856
Vascular Plant,Collinsia childii,Child's Blue Eyed Mary,,4.6,0.251
Vascular Plant,Collinsia heterophylla,Purple Chinese Houses,,50.0,7.641
Vascular Plant,Collinsia linearis,Narrowleaf Blue Eyed Mary,,11.9,0.187
Vascular Plant,Collinsia tinctoria,Sticky Chinese Houses,Species of Concern,5.8,0.166
Vascular Plant,Collinsia torreyi var. torreyi,"Torrey's Blue Eyed Mary, Torrey's Blue-Eyed Mary",Species of Concern,21.2,0.192
Vascular Plant,Collinsia torreyi var. wrightii,Wright's Blue Eyed Mary,Species of Concern,4.9,0.209
Vascular Plant,Digitalis purpurea,Purple Foxglove,,0.8,0.414
Vascular Plant,Gratiola ebracteata,Bractless Hedgehyssop,Species of Concern,27.0,2.496
Vascular Plant,Gratiola neglecta,"Clammy Hedgehyssop, Clammy Hedge-Hyssop, Drug Hedgehyssop, Hedge Hyssop, Neglected Hedgehyssop",,0.8,0.08
Vascular Plant,Limosella acaulis,Owyhee Mudwort,Threatened,9.9,0.419
Vascular Plant,Penstemon azureus var. angustissimus,Azure Penstemon,,0.8,0.135
Vascular Plant,Penstemon davidsonii var. davidsonii,Davidson's Penstemon,,3.3,0.34
Vascular Plant,Penstemon heterodoxus,"Sierra Beardtongue, Sierra Penstemon",Endangered,1.6,0.02
Vascular Plant,Penstemon heterodoxus var. heterodoxus,Sierra Beardtongue,,2.6,0.986
Vascular Plant,Penstemon heterophyllus var. purdyi,Purdy's Penstemon,,3.8,0.193
Vascular Plant,Penstemon procerus var. formosus,"Pincushion Beardtongue, Pincushion Penstemon",Species of Concern,20.9,3.597
Vascular Plant,Penstemon roezlii,Roezl's Penstemon,,3.6,1.846
Vascular Plant,Penstemon rostriflorus,"Beaked Beardtongue, Beakflower Penstemon, Bridges' Penstemon",,4.5,0.12
Vascular Plant,Penstemon rydbergii var. oreocharis,Herbaceous Penstemon,,4.9,2.816
Vascular Plant,Penstemon speciosus,"Prairie-Clover, Royal Penstemon",,5.7,1.088
Vascular Plant,Plantago erecta,Dotseed Plantain,,8.9,0.403
Vascular Plant,Veronica anagallis-aquatica,"Blue Water Speedwell, Water Speedwell",Endangered,2.4,1.03
Vascular Plant,Veronica cusickii,Cusick's Speedwell,,1.3,0.228
Vascular Plant,Veronica peregrina ssp. xalapensis,"Hairy Purslane Speedwell, Neckweed",,10.5,0.702
Vascular Plant,Veronica persica,"Bird-Eye Speedwell, Birdseye Speedwell, Persian Speedwell, Winter Speedwell",,21.8,0.685
Vascular Plant,Veronica serpyllifolia ssp. humifusa,"Brightblue Speedwell, Thyme-Leaf Speedwell",Threatened,1.8,0.006
Vascular Plant,Scrophularia californica ssp. floribunda,California Figwort,Species of Concern,2.8,0.123
Vascular Plant,Scrophularia desertorum,"Desert Figwort, Mountain Figwort",,5.8,0.747
Vascular Plant,Verbena hastata,"Blue Verbena, Blue Vervain, Simpler's-Joy, Swamp Verbena",Endangered,7.3,0.755
Vascular Plant,Verbena lasiostachys var. lasiostachys,Western Vervain,Species of Concern,15.5,4.694
Vascular Plant,Calycanthus occidentalis,"California Spicebush, California-Allspice, Western Sweetshrub",,0.5,0.224
Vascular Plant,Umbellularia californica,California Laurel,,1.6,0.731
Vascular Plant,Calochortus albus,White Fairy-Lantern,,2.0,0.534
Vascular Plant,Calochortus invenustus,Plain Mariposa Lily,,4.1,0.08
Vascular Plant,Calochortus leichtlinii,"Leichtlin's Mariposa Lily, Smokey Mariposa",,5.6,0.101
Vascular Plant,Calochortus luteus,Yellow Mariposa Lily,Species of Concern,16.9,10.006
Vascular Plant,Calochortus minimus,Sierra Mariposa Lily,Species of Concern,3.8,0.355
Vascular Plant,Calochortus nudus,Naked Mariposa Lily,,2.4,1.467
Vascular Plant,Calochortus superbus,Yellow Mariposa,Endangered,7.4,0.013
Vascular Plant,Calochortus venustus,Butterfly Mariposa Lily,,13.0,0.394
Vascular Plant,Calochortus vestae,Coast Range Mariposa Lily,Species of Concern,1.5,0.314
Vascular Plant,Clintonia uniflora,Bride's Bonnet,,22.8,11.553
Vascular Plant,Disporum hookeri,Drops Of Gold,,2.9,0.633
Vascular Plant,Erythronium purpurascens,Purple Fawnlily,,1.7,0.014
Vascular Plant,Fritillaria micrantha,Brown Fritillary,In Recovery,4.3,0.008
Vascular Plant,Fritillaria pinetorum,"Davidson's Fritillary, Pinewoods Fritillary",Species of Concern,40.8,0.531
Vascular Plant,Lilium parvum,"Sierra Tiger Lily, Sierra Tigerlily",,17.0,2.722
Vascular Plant,Lilium washingtonianum ssp. washingtonianum,Typical Washington Lily,Endangered,9.7,1.619
Vascular Plant,Trillium angustipetalum,Narrowpetal Wakerobin,Species of Concern,4.8,0.96
Vascular Plant,Veratrum californicum var. californicum,"California False Hellebore, California Falsehellebore",,14.4,8.603
Vascular Plant,Zigadenus exaltatus,Giant Deathcamas,Endangered,14.2,0.185
Vascular Plant,Zigadenus paniculatus,"Foothill Deathcamas, Sand-Corn",Endangered,9.9,3.381
Vascular Plant,Zigadenus venenosus var. venenosus,Meadow Deathcamas,Species of Concern,0.9,0.004
Vascular Plant,Chamaesyce serpyllifolia ssp. serpyllifolia,"Thymeleaf Sandmat, Thyme-Leaf Sandmat, Thymeleaf Spurge",Species of Concern,0.8,0.091
Vascular Plant,Eremocarpus setigerus,"Doveweed, Turkey Mullein",,3.0,0.037
Vascular Plant,Euphorbia crenulata,"Chinese Caps, Chinesecaps",Species of Concern,6.2,0.293
Vascular Plant,Hypericum anagalloides,"Creeping St. Johnswort, Tinker's Penny, Tinker's-Penny",Species of Concern,3.2,0.422
Vascular Plant,Linum lewisii var. alpicola,Prairie Flax,,15.9,0.399
Vascular Plant,Sclerolinon digynum,"Digynum Flax, Northwestern Yellowflax",,4.2,1.238
Vascular Plant,Populus balsamifera ssp. trichocarpa,"Balsam Poplar, Black Cottonwood",Threatened,2.9,0.159
Vascular Plant,Populus fremontii ssp. fremontii,Fremont's Cottonwood,,5.1,0.707
Vascular Plant,Salix arctica,Arctic Willow,Endangered,1.7,0.015
Vascular Plant,Salix brachycarpa ssp. brachycarpa,"Barrenground Willow, Short-Fruited Willow",,17.2,6.408
Vascular Plant,Salix exigua,Narrow-Leaved Willow,,13.7,0.297
Vascular Plant,Salix jepsonii,Jepson's Willow,,1.5,0.213
Vascular Plant,Salix laevigata,Red Willow,In Recovery,24.8,7.319
Vascular Plant,Salix lasiolepis,Arroyo Willow,,3.1,0.053
Vascular Plant,Salix ligulifolia,"Strapleaf Willow, Strap-Leaf Willow",,3.3,0.133
Vascular Plant,Salix lucida ssp. lasiandra,Pacific Willow,,6.5,0.027
Vascular Plant,Salix lutea,Yellow Willow,In Recovery,5.9,1.559
Vascular Plant,Salix orestera,Sierra Willow,,11.9,1.763
Vascular Plant,Salix planifolia ssp. planifolia,"Diamondleaf Willow, Tealeaf Willow",Species of Concern,17.8,2.239
Vascular Plant,Salix prolixa,Mackenzie's Willow,,18.9,40.0
Vascular Plant,Salix reticulata ssp. nivalis,Snow Willow,Species of Concern,1.9,0.004
Vascular Plant,Viola bakeri,Baker's Violet,,6.9,1.218
Vascular Plant,Viola glabella,Pioneer Violet,Species of Concern,3.7,0.207
Vascular Plant,Viola lobata ssp. integrifolia,Pine Violet,Species of Concern,3.0,0.479
Vascular Plant,Viola lobata ssp. lobata,Pine Violet,,6.1,0.193
Vascular Plant,Viola macloskeyi,"Macloskey's Violet, Small White Violet",,3.6,0.155
Vascular Plant,Viola pinetorum ssp. pinetorum,Goosefoot Yellow Violet,Species of Concern,24.2,8.832
Vascular Plant,Viola purpurea ssp. integrifolia,Goosefoot Violet,,9.8,3.7
Vascular Plant,Viola purpurea ssp. purpurea,Goosefoot Violet,Species of Concern,1.4,1.73
Vascular Plant,Viola purpurea ssp. quercetorum,Goosefoot Violet,Threatened,14.2,12.543
Vascular Plant,Viola purpurea ssp. venosa,"Goosefoot Violet, Goosefoot Yellow Violet",,2.4,0.038
Vascular Plant,Viola sheltonii,Shelton's Violet,,3.2,0.083
Vascular Plant,Malva nicaeensis,Bull Mallow,,0.9,0.017
Vascular Plant,Malva parviflora,"Cheeseweed, Cheeseweed Mallow, Small-Whorl Mallow",,1.3,0.233
Vascular Plant,Sidalcea glaucescens,"Waxy Checkerbloom, Waxy Checkermallow",,11.4,1.581
Vascular Plant,Sidalcea malviflora ssp. asprella,Dwarf Checkerbloom,,4.9,1.416
Vascular Plant,Sidalcea reptans,Sierra Checkerbloom,Endangered,7.5,0.735
Vascular Plant,Lythrum hyssopifolia,Hyssop Loosestrife,,1.9,0.07
Vascular Plant,Rotala ramosior,"Lowland Rotala, Lowland Toothcup, Rotala",,9.7,2.046
Vascular Plant,Camissonia contorta,"Contorted Suncup, Plains Evening Primrose, Plains Eveningprimrose, Plains Evening-Primrose",Species of Concern,4.6,0.537
Vascular Plant,Camissonia lacustris,Grassland Suncup,,3.9,1.931
Vascular Plant,Camissonia luciae,Santa Lucia Suncup,,2.7,0.019
Vascular Plant,Camissonia sierrae ssp. alticola,"Mono Hot Springs Evening Primrose, Mono Hot Springs Evening-Primrose",Species of Concern,4.2,0.392
Vascular Plant,Camissonia sierrae ssp. sierrae,Sierra Suncup,,3.2,0.12
Vascular Plant,Circaea alpina ssp. pacifica,"Small Enchanter Nightshade, Small Enchanter's Nightshade",Threatened,6.6,0.056
Vascular Plant,Clarkia australis,Small's Southern Clarkia,,4.9,8.091
Vascular Plant,Clarkia biloba ssp. biloba,Twolobe Clarkia,,2.1,1.76
Vascular Plant,Clarkia dudleyana,Dudley's Clarkia,,30.5,0.112
Vascular Plant,Clarkia gracilis ssp. albicaulis,Whitestem Clarkia,,3.7,0.617
Vascular Plant,Clarkia heterandra,Mountain Clarkia,,3.9,0.046
Vascular Plant,Clarkia modesta,Waltham Creek Clarkia,,50.0,3.377
Vascular Plant,Clarkia purpurea ssp. quadrivulnera,"Winecup Clarkia, Winecup Fairyfan",,10.5,0.471
Vascular Plant,Clarkia purpurea ssp. viminea,Winecup Clarkia,Species of Concern,9.1,4.166
Vascular Plant,Clarkia rhomboidea,"Broadleaf Clarkia, Diamond Clarkia, Diamond Fairyfan",,4.0,0.222
Vascular Plant,Clarkia unguiculata,Elegant Clarkia,,2.0,0.264
Vascular Plant,Clarkia williamsonii,Fort Miller Clarkia,,8.0,0.07
Vascular Plant,Epilobium angustifolium ssp. circumvagum,Fireweed,,17.0,3.007
Vascular Plant,Epilobium canum ssp. latifolium,Hummingbird Trumpet,Threatened,2.4,0.187
Vascular Plant,Epilobium ciliatum,"Fringed Willowherb, Hairy Willowherb, Hairy Willowweed",,3.5,2.091
Vascular Plant,Epilobium ciliatum ssp. ciliatum,"Coast Willowweed, Fringed Willowherb",Species of Concern,1.4,0.268
Vascular Plant,Epilobium ciliatum ssp. glandulosum,"Fringed Willowherb, Glandular Willowherb, Glandular Willowweed",,4.1,0.034
Vascular Plant,Epilobium densiflorum,"Dense-Flower Spike-Primrose, Denseflower Willowherb, Denseflower Willowweed",Threatened,4.6,0.176
Vascular Plant,Epilobium foliosum,"California Willowherb, Leafy Willowherb",Species of Concern,3.4,0.083
